"data","complexo","hospital","clinica","enfermaria","leito","pacientes_dia"
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000012 - ENF. 12,LEITO: 60000000000000058 - 58,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000012 - ENF. 12,LEITO: 60000000000000059 - 59,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000013 - ENF. 13,LEITO: 60000000000000062 - 62,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000013 - ENF. 13,LEITO: 60000000000000063 - 63,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000015 - ENF. CTI,LEITO: 60000000000000078 - 07,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000017 - ENF. 15,LEITO: 60000000000000079 - 71,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000017 - ENF. 15,LEITO: 60000000000000080 - 72,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,CLÍNICA MÉDICA,ENFERMARIA: 60000000000000020 - ENF.16,LEITO: 60000000000000107 - 77,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,URGÊNCIA/ EMERGÊNCIA,ENFERMARIA: 60000000000000018 - EMERGENCIA,LEITO: 60000000000000085 - 02,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,UTI ADULTO,ENFERMARIA: 60000000000000015 - ENF. CTI,LEITO: 60000000000000072 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,UTI ADULTO,ENFERMARIA: 60000000000000015 - ENF. CTI,LEITO: 60000000000000074 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,UTI ADULTO,ENFERMARIA: 60000000000000015 - ENF. CTI,LEITO: 60000000000000075 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HAC,UTI ADULTO,ENFERMARIA: 60000000000000015 - ENF. CTI,LEITO: 60000000000000076 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000001 - 05,LEITO: 50000000000000297 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000002 - 06,LEITO: 50000000000000299 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000002 - 06,LEITO: 50000000000000301 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000006 - 03,LEITO: 50000000000000282 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000006 - 03,LEITO: 50000000000000284 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000006 - 03,LEITO: 50000000000000286 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000007 - 04,LEITO: 50000000000000287 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000007 - 04,LEITO: 50000000000000289 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000007 - 04,LEITO: 50000000000000291 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000079 - ISOLADO,LEITO: 50000000000000435 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000081 - 01,LEITO: 50000000000000445 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CIRURGIA GERAL,ENFERMARIA: 50000000000000081 - 01,LEITO: 50000000000000446 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000013 - 06,LEITO: 50000000000000656 - 5,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000018 - 01,LEITO: 50000000000000631 - 5,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000020 - 03,LEITO: 50000000000000637 - 1,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000025 - 08,LEITO: 50000000000000662 - 1,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000025 - 08,LEITO: 50000000000000664 - 3,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000025 - 08,LEITO: 50000000000000666 - 5,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000026 - 09,LEITO: 50000000000000667 - 1,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000026 - 09,LEITO: 50000000000000669 - 3,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000026 - 09,LEITO: 50000000000000670 - 4,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000088 - 07,LEITO: 50000000000000659 - 3,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000056 - 01,LEITO: 50000000000000031 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000056 - 01,LEITO: 50000000000000033 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000057 - 02,LEITO: 50000000000000043 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000058 - 03,LEITO: 50000000000000051 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000058 - 03,LEITO: 50000000000000053 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000058 - 03,LEITO: 50000000000000054 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000074 - 04,LEITO: 50000000000000362 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000074 - 04,LEITO: 50000000000000364 - 03,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000074 - 04,LEITO: 50000000000000365 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000074 - 04,LEITO: 50000000000000367 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000369 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000370 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000371 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000372 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000033 - 01,LEITO: 50000000000000117 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000033 - 01,LEITO: 50000000000000118 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000033 - 01,LEITO: 50000000000000121 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000035 - 03,LEITO: 50000000000000128 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000035 - 03,LEITO: 50000000000000131 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000036 - 04,LEITO: 50000000000000132 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000036 - 04,LEITO: 50000000000000134 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000036 - 04,LEITO: 50000000000000137 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000037 - 05,LEITO: 50000000000000143 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000039 - 07,LEITO: 50000000000000150 - 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000039 - 07,LEITO: 50000000000000151 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000039 - 07,LEITO: 50000000000000154 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000040 - 08,LEITO: 50000000000000157 - 02,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000161 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000162 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000163 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000164 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000053 - 09,LEITO: 50000000000000115 - 05,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000374 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000081 - 01,LEITO: 50000000000000449 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000105 - 02,LEITO: 50000000000000610 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,TSIOLOGIA,ENFERMARIA: 50000000000000027 - 10,LEITO: 50000000000000675 - 4,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,TSIOLOGIA,ENFERMARIA: 50000000000000047 - 04,LEITO: 50000000000000094 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000062 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000064 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000065 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000070 - 09,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000058 - 03,LEITO: 50000000000000056 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000113 - CLINICA MÉDICA - ISOLADO 01,LEITO: 50000000000000697 - 1,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000769 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000770 - 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000773 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000777 - 10,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000117 - CTI III,LEITO: 50000000000000781 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000117 - CTI III,LEITO: 50000000000000783 - 06,2
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000117 - CTI III,LEITO: 50000000000000784 - ISOLADO 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000117 - CTI III,LEITO: 50000000000000785 - ISOLADO 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000789 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000791 - 06,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000794 - 09,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000796 - 11,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000799 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000801 - 04,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000082 - UCIN - Co,LEITO: 50000000000000012 - 02,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000082 - UCIN - Co,LEITO: 50000000000000015 - 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000001 - BOX 01,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000003 - BOX 03,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000005 - BOX 05,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000008 - BOX 08,1
"2020-08-01 00:00:00.0",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000009 - BOX 09,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000083 - BOX 10,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000017 - C01 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000413 - 1,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000017 - C01 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000414 - 2,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000042 - C03 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000418 - 6,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000045 - C05 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000464 - 11,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000045 - C05 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000466 - 13,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000048 - C08 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000473 - 20,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000050 - C10 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000476 - 23,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000050 - C10 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000478 - 25,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000051 - C12 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000483 - 30,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000066 - A02 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000372 - 3,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000066 - A02 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000374 - 5,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000069 - A04 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000378 - 9,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000070 - A06 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000383 - 14,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000070 - A06 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000384 - 15,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000074 - A11 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000396 - 27,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000087 - A01 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000371 - 2,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000090 - A05 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000380 - 11,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000098 - A12 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000397 - 28,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000098 - A12 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000398 - 29,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000127 - A13 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000542 - 31,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000128 - A14 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000540 - 33,2
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000069 - BOX 01,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000072 - BOX 03,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000074 - BOX 04,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000075 - BOX 05,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000077 - BOX 06,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000080 - BOX 08,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000081 - BOX 09,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000553 - BOX 11,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000554 - BOX 12,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000556 - BOX 14,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000558 - BOX 16,1
"2020-08-01 00:00:00.0",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000561 - BOX 19,1
