"data","complexo","hospital","clinica","enfermaria","leito","pacientes_dia"
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000013 - 06,LEITO: 50000000000000655 - 4,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000018 - 01,LEITO: 50000000000000627 - 1,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000019 - 02,LEITO: 50000000000000632 - 1,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000019 - 02,LEITO: 50000000000000634 - 3,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000019 - 02,LEITO: 50000000000000636 - 5,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000020 - 03,LEITO: 50000000000000637 - 1,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000020 - 03,LEITO: 50000000000000638 - 2,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000021 - 04,LEITO: 50000000000000643 - 2,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000021 - 04,LEITO: 50000000000000645 - 4,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000022 - 05,LEITO: 50000000000000647 - 1,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000022 - 05,LEITO: 50000000000000651 - 5,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000025 - 08,LEITO: 50000000000000662 - 1,2
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000025 - 08,LEITO: 50000000000000664 - 3,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000026 - 09,LEITO: 50000000000000670 - 4,1
"01-09-2020",ESPECIALIDADES,HJK,CLÍNICA MÉDICA,ENFERMARIA: 50000000000000105 - 02,LEITO: 50000000000000613 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000056 - 01,LEITO: 50000000000000033 - 03,1
"01-09-2020",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000058 - 03,LEITO: 50000000000000051 - 01,1
"01-09-2020",ESPECIALIDADES,HJK,OBSTETRÍCIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000372 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000033 - 01,LEITO: 50000000000000117 - 01,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000035 - 03,LEITO: 50000000000000128 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000035 - 03,LEITO: 50000000000000131 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000036 - 04,LEITO: 50000000000000132 - 03,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000036 - 04,LEITO: 50000000000000134 - 01,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000036 - 04,LEITO: 50000000000000137 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000037 - 05,LEITO: 50000000000000143 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000039 - 07,LEITO: 50000000000000151 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000040 - 08,LEITO: 50000000000000157 - 02,2
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000040 - 08,LEITO: 50000000000000159 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000161 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000162 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000163 - 03,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000041 - 09,LEITO: 50000000000000164 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000053 - 09,LEITO: 50000000000000115 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,PNEUMOLOGIA,ENFERMARIA: 50000000000000075 - 05,LEITO: 50000000000000374 - 06,1
"01-09-2020",ESPECIALIDADES,HJK,TSIOLOGIA,ENFERMARIA: 50000000000000027 - 10,LEITO: 50000000000000675 - 4,1
"01-09-2020",ESPECIALIDADES,HJK,TSIOLOGIA,ENFERMARIA: 50000000000000048 - 05,LEITO: 50000000000000097 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,TSIOLOGIA,ENFERMARIA: 50000000000000110 - CLINICA MÉDICA - 1,LEITO: 50000000000000690 - 3,1
"01-09-2020",ESPECIALIDADES,HJK,TSIOLOGIA,ENFERMARIA: 50000000000000112 - CLINICA MÉDICA - 3,LEITO: 50000000000000694 - 1,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000061 - 01,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000062 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000064 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000065 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000068 - 08,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000054 - BOX,LEITO: 50000000000000070 - 09,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000058 - 03,LEITO: 50000000000000056 - 06,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000113 - CLINICA MÉDICA - ISOLADO 01,LEITO: 50000000000000697 - 1,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000769 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000770 - 03,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000773 - 06,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000116 - CTI II,LEITO: 50000000000000777 - 10,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000789 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000791 - 06,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000792 - 07,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000794 - 09,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000118 - CTI IV,LEITO: 50000000000000796 - 11,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000799 - 02,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000801 - 04,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000802 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000805 - 08,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000806 - 09,1
"01-09-2020",ESPECIALIDADES,HJK,UTI ADULTO,ENFERMARIA: 50000000000000119 - CTI V,LEITO: 50000000000000807 - 10,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000573 - BOX 31,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000082 - UCIN - Co,LEITO: 50000000000000015 - 05,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000082 - UCIN - Co,LEITO: 50000000000000016 - 06,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000082 - UCIN - Co,LEITO: 50000000000000019 - 09,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000001 - BOX 01,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000003 - BOX 03,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000008 - BOX 08,1
"01-09-2020",ESPECIALIDADES,HJK,UTI NEONATAL,ENFERMARIA: 50000000000000085 - UTIN,LEITO: 50000000000000009 - BOX 09,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000083 - BOX 10,2
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000017 - C01 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000413 - 1,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000017 - C01 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000414 - 2,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000042 - C03 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000418 - 6,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000045 - C05 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000464 - 11,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000045 - C05 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000466 - 13,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000048 - C08 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000473 - 20,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000050 - C10 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000476 - 23,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000050 - C10 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000478 - 25,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000051 - C12 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000483 - 30,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000066 - A02 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000372 - 3,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000066 - A02 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000374 - 5,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000069 - A04 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000378 - 9,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000069 - A04 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000379 - 10,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000070 - A06 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000383 - 14,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000074 - A11 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000396 - 27,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000093 - A08 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000389 - 20,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000098 - A12 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000397 - 28,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000098 - A12 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000398 - 29,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,INFECTOLOGIA,ENFERMARIA: 40000000000000128 - A14 - DOENÇAS INFECTO-CONTAGIOSAS,LEITO: 40000000000000540 - 33,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000069 - BOX 01,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000075 - BOX 05,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000077 - BOX 06,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000081 - BOX 09,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000553 - BOX 11,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000556 - BOX 14,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000558 - BOX 16,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000562 - BOX 20,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HEM,UTI ADULTO,ENFERMARIA: 40000000000000004 - BOX - C.T.I.,LEITO: 40000000000000567 - BOX 25,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000010 - CTI,LEITO: 240000000000000054 - 09,2
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000010 - CTI,LEITO: 240000000000000055 - 10,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000012 - 02,LEITO: 240000000000000062 - 07,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000013 - 03,LEITO: 240000000000000065 - 10,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000013 - 03,LEITO: 240000000000000066 - 11,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000047 - 05,LEITO: 240000000000000207 - 17,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000047 - 05,LEITO: 240000000000000208 - 18,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CIRURGIA GERAL,ENFERMARIA: 240000000000000047 - 05,LEITO: 240000000000000209 - 19,2
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000014 - 04,LEITO: 240000000000000068 - 13,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000035 - 7,LEITO: 240000000000000215 - 30,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000036 - 8,LEITO: 240000000000000159 - 31,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000036 - 8,LEITO: 240000000000000160 - 32,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000037 - 9,LEITO: 240000000000000162 - 34,2
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000037 - 9,LEITO: 240000000000000163 - 35,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000037 - 9,LEITO: 240000000000000164 - 36,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000038 - 10,LEITO: 240000000000000165 - 37,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000038 - 10,LEITO: 240000000000000166 - 38,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000041 - 13,LEITO: 240000000000000185 - 57,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000042 - 15,LEITO: 240000000000000191 - 63,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000043 - 14,LEITO: 240000000000000187 - 59,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000043 - 14,LEITO: 240000000000000189 - 61,1
"01-09-2020",HOSPITAIS DE REFERÊNCIA,HGBJA,CLÍNICA MÉDICA,ENFERMARIA: 240000000000000047 - 05,LEITO: 240000000000000210 - 20,1
